{'stabilizer.yaw': 130.2550048828125, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': 4.456968307495117, 'stabilizer.roll': -64.05655670166016}
{'stabilizer.roll': -61.7985725402832, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.552825927734375, 'stabilizer.pitch': -0.5192937254905701}
{'stabilizer.roll': -61.80108642578125, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.550697326660156, 'stabilizer.pitch': -0.5199800729751587}
{'stabilizer.roll': -61.79990005493164, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.54926681518555, 'stabilizer.pitch': -0.5215048789978027}
{'stabilizer.roll': -61.80330276489258, 'stabilizer.thrust': 0.0, 'stabilizer.yaw': 45.5424919128418, 'stabilizer.pitch': -0.5217674374580383}
{'stabilizer.pitch': -0.5255120992660522, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.79615020751953, 'stabilizer.yaw': 44.451026916503906}
{'stabilizer.pitch': -0.5272242426872253, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.79963684082031, 'stabilizer.yaw': 44.445064544677734}
{'stabilizer.pitch': -0.5247496366500854, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.802494049072266, 'stabilizer.yaw': 44.44306564331055}
{'stabilizer.pitch': -0.5256307125091553, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80195236206055, 'stabilizer.yaw': 44.442718505859375}
{'stabilizer.pitch': -0.5275481343269348, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.801231384277344, 'stabilizer.yaw': 44.4400520324707}
{'stabilizer.pitch': -0.5283320546150208, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.797096252441406, 'stabilizer.yaw': 44.436885833740234}
{'stabilizer.pitch': -0.5271060466766357, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.79924774169922, 'stabilizer.yaw': 44.43526840209961}
{'stabilizer.pitch': -0.5284343957901001, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.7987060546875, 'stabilizer.yaw': 44.43119812011719}
{'stabilizer.pitch': -0.5291774272918701, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.801151275634766, 'stabilizer.yaw': 44.43076705932617}
{'stabilizer.pitch': -0.5295860767364502, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80229568481445, 'stabilizer.yaw': 44.428916931152344}
{'stabilizer.pitch': -0.5317034125328064, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.803016662597656, 'stabilizer.yaw': 44.4301643371582}
{'stabilizer.pitch': -0.5311341285705566, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.802425384521484, 'stabilizer.yaw': 44.4265022277832}
{'stabilizer.pitch': -0.5332204103469849, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8028564453125, 'stabilizer.yaw': 44.427001953125}
{'stabilizer.pitch': -0.5335697531700134, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.804019927978516, 'stabilizer.yaw': 44.421104431152344}
{'stabilizer.pitch': -0.5351919531822205, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80611038208008, 'stabilizer.yaw': 44.42255401611328}
{'stabilizer.pitch': -0.5344275832176208, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.807132720947266, 'stabilizer.yaw': 44.41957473754883}
{'stabilizer.pitch': -0.5355226993560791, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80781555175781, 'stabilizer.yaw': 44.41717529296875}
{'stabilizer.pitch': -0.5349157452583313, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80820846557617, 'stabilizer.yaw': 44.41630172729492}
{'stabilizer.pitch': -0.535541832447052, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81028747558594, 'stabilizer.yaw': 44.41587829589844}
{'stabilizer.pitch': -0.5373097062110901, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.809486389160156, 'stabilizer.yaw': 44.41779327392578}
{'stabilizer.pitch': -0.5370038151741028, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80891036987305, 'stabilizer.yaw': 44.41357421875}
{'stabilizer.pitch': -0.5345673561096191, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.807640075683594, 'stabilizer.yaw': 44.4118537902832}
{'stabilizer.pitch': -0.5314788818359375, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.810848236083984, 'stabilizer.yaw': 44.40536880493164}
{'stabilizer.pitch': -0.5310705900192261, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81096267700195, 'stabilizer.yaw': 44.39940643310547}
{'stabilizer.pitch': -0.5300973057746887, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81123733520508, 'stabilizer.yaw': 44.393699645996094}
{'stabilizer.pitch': -0.5337004065513611, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80872344970703, 'stabilizer.yaw': 44.391658782958984}
{'stabilizer.pitch': -0.5335285067558289, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80992126464844, 'stabilizer.yaw': 44.39060974121094}
{'stabilizer.pitch': -0.5334023237228394, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81047439575195, 'stabilizer.yaw': 44.38862228393555}
{'stabilizer.pitch': -0.5310634970664978, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80964279174805, 'stabilizer.yaw': 44.38949203491211}
{'stabilizer.pitch': -0.5298739075660706, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.808631896972656, 'stabilizer.yaw': 44.3873291015625}
{'stabilizer.pitch': -0.5322262048721313, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80866622924805, 'stabilizer.yaw': 44.3859748840332}
{'stabilizer.pitch': -0.5322591066360474, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80756759643555, 'stabilizer.yaw': 44.38451385498047}
{'stabilizer.pitch': -0.5323954820632935, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80874252319336, 'stabilizer.yaw': 44.38100051879883}
{'stabilizer.pitch': -0.5311647653579712, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80788803100586, 'stabilizer.yaw': 44.376747131347656}
{'stabilizer.pitch': -0.5305609107017517, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80779266357422, 'stabilizer.yaw': 44.37542724609375}
{'stabilizer.pitch': -0.5345044732093811, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81038284301758, 'stabilizer.yaw': 44.37697982788086}
{'stabilizer.pitch': -0.5328362584114075, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.807823181152344, 'stabilizer.yaw': 44.376197814941406}
{'stabilizer.pitch': -0.5307592749595642, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8084831237793, 'stabilizer.yaw': 44.37403106689453}
{'stabilizer.pitch': -0.5249988436698914, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.814613342285156, 'stabilizer.yaw': 44.3687858581543}
{'stabilizer.pitch': -0.5156968832015991, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81442642211914, 'stabilizer.yaw': 44.37274169921875}
{'stabilizer.pitch': -0.5242328643798828, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82322692871094, 'stabilizer.yaw': 44.375301361083984}
{'stabilizer.pitch': -0.5230658054351807, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.827186584472656, 'stabilizer.yaw': 44.36781311035156}
{'stabilizer.pitch': -0.5200243592262268, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82803726196289, 'stabilizer.yaw': 44.362815856933594}
{'stabilizer.pitch': -0.5178017616271973, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82542419433594, 'stabilizer.yaw': 44.36177444458008}
{'stabilizer.pitch': -0.5167384147644043, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.83052444458008, 'stabilizer.yaw': 44.364097595214844}
{'stabilizer.pitch': -0.5158174633979797, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82699203491211, 'stabilizer.yaw': 44.362876892089844}
{'stabilizer.pitch': -0.5187272429466248, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82741928100586, 'stabilizer.yaw': 44.35707473754883}
{'stabilizer.pitch': -0.5092992186546326, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8239631652832, 'stabilizer.yaw': 44.35541915893555}
{'stabilizer.pitch': -0.5108206272125244, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82299041748047, 'stabilizer.yaw': 44.35251998901367}
{'stabilizer.pitch': -0.5139773488044739, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8193359375, 'stabilizer.yaw': 44.35548782348633}
{'stabilizer.pitch': -0.5111954808235168, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82299041748047, 'stabilizer.yaw': 44.35258865356445}
{'stabilizer.pitch': -0.5179044008255005, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82265090942383, 'stabilizer.yaw': 44.35392761230469}
{'stabilizer.pitch': -0.5149973630905151, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82482147216797, 'stabilizer.yaw': 44.34787368774414}
{'stabilizer.pitch': -0.5187360048294067, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82038116455078, 'stabilizer.yaw': 44.34585952758789}
{'stabilizer.pitch': -0.5170996189117432, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8204460144043, 'stabilizer.yaw': 44.33680725097656}
{'stabilizer.pitch': -0.5185832977294922, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81841278076172, 'stabilizer.yaw': 44.33442687988281}
{'stabilizer.pitch': -0.5184826254844666, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8162841796875, 'stabilizer.yaw': 44.33467483520508}
{'stabilizer.pitch': -0.5219548940658569, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81333923339844, 'stabilizer.yaw': 44.33539962768555}
{'stabilizer.pitch': -0.5269007086753845, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8131217956543, 'stabilizer.yaw': 44.336952209472656}
{'stabilizer.pitch': -0.5248135924339294, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.812564849853516, 'stabilizer.yaw': 44.33374786376953}
{'stabilizer.pitch': -0.5251812934875488, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81625747680664, 'stabilizer.yaw': 44.32954788208008}
{'stabilizer.pitch': -0.5226014256477356, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81637954711914, 'stabilizer.yaw': 44.32563018798828}
{'stabilizer.pitch': -0.5242688059806824, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.814815521240234, 'stabilizer.yaw': 44.32030487060547}
{'stabilizer.pitch': -0.5262153744697571, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81507110595703, 'stabilizer.yaw': 44.3200569152832}
{'stabilizer.pitch': -0.529873788356781, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81475067138672, 'stabilizer.yaw': 44.31941604614258}
{'stabilizer.pitch': -0.5281373858451843, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81301498413086, 'stabilizer.yaw': 44.31669616699219}
{'stabilizer.pitch': -0.5253334641456604, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81149673461914, 'stabilizer.yaw': 44.31375503540039}
{'stabilizer.pitch': -0.5284083485603333, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81098175048828, 'stabilizer.yaw': 44.30986404418945}
{'stabilizer.pitch': -0.5306079387664795, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80708694458008, 'stabilizer.yaw': 44.30843734741211}
{'stabilizer.pitch': -0.5305612087249756, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.804203033447266, 'stabilizer.yaw': 44.3065185546875}
{'stabilizer.pitch': -0.5279430150985718, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80506134033203, 'stabilizer.yaw': 44.306427001953125}
{'stabilizer.pitch': -0.5287969708442688, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.806270599365234, 'stabilizer.yaw': 44.30638885498047}
{'stabilizer.pitch': -0.5308332443237305, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.809181213378906, 'stabilizer.yaw': 44.30539321899414}
{'stabilizer.pitch': -0.5321345329284668, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.80842971801758, 'stabilizer.yaw': 44.30619430541992}
{'stabilizer.pitch': -0.5318335294723511, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.811458587646484, 'stabilizer.yaw': 44.30316162109375}
{'stabilizer.pitch': -0.53121417760849, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.810333251953125, 'stabilizer.yaw': 44.3009033203125}
{'stabilizer.pitch': -0.5345091819763184, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81187057495117, 'stabilizer.yaw': 44.301029205322266}
{'stabilizer.pitch': -0.5336358547210693, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.813053131103516, 'stabilizer.yaw': 44.29819107055664}
{'stabilizer.pitch': -0.5371052622795105, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81353759765625, 'stabilizer.yaw': 44.29275894165039}
{'stabilizer.pitch': -0.537335991859436, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81439208984375, 'stabilizer.yaw': 44.287437438964844}
{'stabilizer.pitch': -0.5407727956771851, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81440734863281, 'stabilizer.yaw': 44.28461456298828}
{'stabilizer.pitch': -0.5392417311668396, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81617736816406, 'stabilizer.yaw': 44.279884338378906}
{'stabilizer.pitch': -0.5388427972793579, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.81999206542969, 'stabilizer.yaw': 44.27779769897461}
{'stabilizer.pitch': -0.541520357131958, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.82341384887695, 'stabilizer.yaw': 44.27549362182617}
{'stabilizer.pitch': -0.5389353632926941, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8278923034668, 'stabilizer.yaw': 44.26979064941406}
{'stabilizer.pitch': -0.5384508371353149, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.824668884277344, 'stabilizer.yaw': 44.27165222167969}
{'stabilizer.pitch': -0.5375511050224304, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.828857421875, 'stabilizer.yaw': 44.2711181640625}
{'stabilizer.pitch': -0.5343036651611328, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.846763610839844, 'stabilizer.yaw': 44.220157623291016}
{'stabilizer.pitch': -0.5335438847541809, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86081314086914, 'stabilizer.yaw': 44.195167541503906}
{'stabilizer.pitch': -0.5191864371299744, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8641242980957, 'stabilizer.yaw': 44.180633544921875}
{'stabilizer.pitch': -0.5292205214500427, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86271667480469, 'stabilizer.yaw': 44.190673828125}
{'stabilizer.pitch': -0.5201060771942139, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86545181274414, 'stabilizer.yaw': 44.17778396606445}
{'stabilizer.pitch': -0.5246523022651672, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86355972290039, 'stabilizer.yaw': 44.183345794677734}
{'stabilizer.pitch': -0.5221266746520996, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86260223388672, 'stabilizer.yaw': 44.17438507080078}
{'stabilizer.pitch': -0.5211235880851746, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86103057861328, 'stabilizer.yaw': 44.17145538330078}
{'stabilizer.pitch': -0.5178375840187073, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86375427246094, 'stabilizer.yaw': 44.167545318603516}
{'stabilizer.pitch': -0.5228697657585144, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86003875732422, 'stabilizer.yaw': 44.1706428527832}
{'stabilizer.pitch': -0.5272239446640015, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86045837402344, 'stabilizer.yaw': 44.16399383544922}
{'stabilizer.pitch': -0.5161164402961731, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.864784240722656, 'stabilizer.yaw': 44.134765625}
{'stabilizer.pitch': -0.5253344774246216, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86431884765625, 'stabilizer.yaw': 44.148460388183594}
{'stabilizer.pitch': -0.5173651576042175, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86854934692383, 'stabilizer.yaw': 44.130611419677734}
{'stabilizer.pitch': -0.5236660242080688, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86763381958008, 'stabilizer.yaw': 44.146339416503906}
{'stabilizer.pitch': -0.5137368440628052, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.870201110839844, 'stabilizer.yaw': 44.12805938720703}
{'stabilizer.pitch': -0.5175676941871643, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86518096923828, 'stabilizer.yaw': 44.13398742675781}
{'stabilizer.pitch': -0.5102721452713013, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8674201965332, 'stabilizer.yaw': 44.127994537353516}
{'stabilizer.pitch': -0.5172783136367798, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.859535217285156, 'stabilizer.yaw': 44.13629150390625}
{'stabilizer.pitch': -0.5110251307487488, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85860061645508, 'stabilizer.yaw': 44.13313674926758}
{'stabilizer.pitch': -0.5180692076683044, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85562515258789, 'stabilizer.yaw': 44.13558578491211}
{'stabilizer.pitch': -0.5164690017700195, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85834503173828, 'stabilizer.yaw': 44.129547119140625}
{'stabilizer.pitch': -0.5173079371452332, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.859466552734375, 'stabilizer.yaw': 44.12776565551758}
{'stabilizer.pitch': -0.5192608833312988, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.855499267578125, 'stabilizer.yaw': 44.129642486572266}
{'stabilizer.pitch': -0.5193131566047668, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85659408569336, 'stabilizer.yaw': 44.12334060668945}
{'stabilizer.pitch': -0.521428644657135, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85820007324219, 'stabilizer.yaw': 44.12137985229492}
{'stabilizer.pitch': -0.522986888885498, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86266326904297, 'stabilizer.yaw': 44.11943054199219}
{'stabilizer.pitch': -0.5215779542922974, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86442947387695, 'stabilizer.yaw': 44.11758041381836}
{'stabilizer.pitch': -0.5243487358093262, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86142349243164, 'stabilizer.yaw': 44.11797332763672}
{'stabilizer.pitch': -0.5248013734817505, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86506652832031, 'stabilizer.yaw': 44.11337661743164}
{'stabilizer.pitch': -0.523576021194458, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86501693725586, 'stabilizer.yaw': 44.10771560668945}
{'stabilizer.pitch': -0.5228838324546814, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.864601135253906, 'stabilizer.yaw': 44.10794448852539}
{'stabilizer.pitch': -0.5242952704429626, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86677932739258, 'stabilizer.yaw': 44.10707092285156}
{'stabilizer.pitch': -0.5187906622886658, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.864749908447266, 'stabilizer.yaw': 44.098182678222656}
{'stabilizer.pitch': -0.5213898420333862, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.865665435791016, 'stabilizer.yaw': 44.097835540771484}
{'stabilizer.pitch': -0.5217440724372864, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86311721801758, 'stabilizer.yaw': 44.093318939208984}
{'stabilizer.pitch': -0.52358478307724, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.861595153808594, 'stabilizer.yaw': 44.08857345581055}
{'stabilizer.pitch': -0.524050235748291, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8631477355957, 'stabilizer.yaw': 44.08261489868164}
{'stabilizer.pitch': -0.5258445739746094, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85953903198242, 'stabilizer.yaw': 44.086849212646484}
{'stabilizer.pitch': -0.5237391591072083, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85511779785156, 'stabilizer.yaw': 44.09074401855469}
{'stabilizer.pitch': -0.5234164595603943, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.851402282714844, 'stabilizer.yaw': 44.08879852294922}
{'stabilizer.pitch': -0.522345244884491, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85395812988281, 'stabilizer.yaw': 44.08693313598633}
{'stabilizer.pitch': -0.5249930024147034, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85647964477539, 'stabilizer.yaw': 44.0848388671875}
{'stabilizer.pitch': -0.5194032192230225, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85527038574219, 'stabilizer.yaw': 44.081581115722656}
{'stabilizer.pitch': -0.5265819430351257, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.856021881103516, 'stabilizer.yaw': 44.08295822143555}
{'stabilizer.pitch': -0.5236538648605347, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.853851318359375, 'stabilizer.yaw': 44.07565689086914}
{'stabilizer.pitch': -0.5320218205451965, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85232162475586, 'stabilizer.yaw': 44.07710266113281}
{'stabilizer.pitch': -0.5221155881881714, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.850791931152344, 'stabilizer.yaw': 44.07643127441406}
{'stabilizer.pitch': -0.5311563611030579, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8481559753418, 'stabilizer.yaw': 44.07630920410156}
{'stabilizer.pitch': -0.5254966020584106, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.843223571777344, 'stabilizer.yaw': 44.07944869995117}
